,accession,hit_id,hit_def,expect,score,positives,gaps
123,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",2.51618e-114,901.0,271,47
434,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.68063e-114,900.0,271,47
157,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.68063e-114,900.0,271,47
407,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.68063e-114,900.0,271,47
214,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",4.09862e-111,898.0,281,36
215,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",6.53531e-108,876.0,260,19
216,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",1.73437e-106,859.0,267,17
1111,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",2.69369e-106,858.0,258,19
435,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",3.7949e-107,852.0,254,22
124,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",2.98987e-107,852.0,254,22
489,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",2.98987e-107,852.0,254,22
158,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",3.7949e-107,852.0,254,22
408,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",3.7949e-107,852.0,254,22
69,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",3.19895e-107,852.0,254,22
462,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",3.19895e-107,852.0,254,22
516,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",2.0014e-105,851.0,254,22
273,3098,gnl|BL_ORD_ID|3098,"YJL033W HCA4 SGDID:S000003570, Chr X from 383837-386149, Genome Release 64-3-1, Verified ORF, ""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",1.07173e-101,835.0,284,12
243,3098,gnl|BL_ORD_ID|3098,"YJL033W HCA4 SGDID:S000003570, Chr X from 383837-386149, Genome Release 64-3-1, Verified ORF, ""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",1.07173e-101,835.0,284,12
517,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",3.65032e-103,829.0,256,14
125,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",2.57384e-104,826.0,256,14
159,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",2.14971e-104,826.0,256,14
490,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",2.57384e-104,826.0,256,14
409,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",2.14971e-104,826.0,256,14
436,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",2.14971e-104,826.0,256,14
70,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",3.19424e-104,825.0,256,14
463,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",3.19424e-104,825.0,256,14
760,763,gnl|BL_ORD_ID|763,"YDL160C DHH1 SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic DEAD-box helicase and mRNA decapping activator; interacts with decapping and deadenylase complexes to coordinate mRNA decapping and decay; regulates general translational repression; translational activator of select mRNAs during filamentous growth, mating and autophagy; cooperates with Ngr1p to promote specific mRNA decay; ATP- and RNA-bound form promotes processing body assembly, while ATPase stimulation by Not1p promotes disassembly; forms cytoplasmic foci on replication stress""",6.35417e-106,819.0,231,2
1201,763,gnl|BL_ORD_ID|763,"YDL160C DHH1 SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic DEAD-box helicase and mRNA decapping activator; interacts with decapping and deadenylase complexes to coordinate mRNA decapping and decay; regulates general translational repression; translational activator of select mRNAs during filamentous growth, mating and autophagy; cooperates with Ngr1p to promote specific mRNA decay; ATP- and RNA-bound form promotes processing body assembly, while ATPase stimulation by Not1p promotes disassembly; forms cytoplasmic foci on replication stress""",6.35417e-106,819.0,231,2
